College Name,State,District/City,Departments,Department Count
The Bombay Flying Club,Maharashtra,Mumbai,Aircraft Maintenance Engineering; Aviation (Pilot Training); B.Sc Aviation,3
The Byramiee Jeejeebhoy College of Commerce,Maharashtra,Mumbai,Commerce,1
THE DEPRESSED CLASSES MISSION SOCIETY OF INDIA PUNE SAVITRIBAI PHULE ARTS COMMERCE & SCIENCE COLLEGE,Maharashtra,Pune,BSc,1
"The Friend's Of the depressed league,shevgaon Institute of Information Tecnology and Managment Reasearch,Shevgaon",Maharashtra,Ahmednagar,PG Diploma,1
"The Friends of the Depressed League, Shevgaon Nirmalatai Kakade Arts, Commerce and Science College Shevgaon",Maharashtra,Ahmednagar,BSc; MCA,2
"The Great Maulana Abul Kalam Azad Minority Educational Trust's Maulana Azad Polytechnic, Solapur",Maharashtra,Solapur,Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
The Lords Universal College of Education,Maharashtra,Mumbai,Education,1
"The New College, Shivaji Peth, KOLHAPUR-416 012",Maharashtra,Kolhapur,Arts; BBA; BCA; BCS; Commerce; Information Technology; Management; Science,8
The P.G.K. Mandal H. V. Desai College,Maharashtra,Pune,BSc; MCA,2
"The People Education Society's, Diploma College Of Enggineering & Technology,Jamkhed",Maharashtra,Ahmednagar,Civil Engineering; Computer Engineering; Electrical Engineering,3
"The Shetkari Shishan Mandal, SANGALI Padmbhushan Vasantdada Patil Institute of Technology, Bavdhan Pune",Maharashtra,Pune,BSc,1
"The Sultan Khan Education Trusts Asmita College of Architecture, Mira Road",Maharashtra,Thane,Architecture; Education,2
"Tilak Education Society S.K. College of Science & Commerce, Nerul",Maharashtra,Thane,Commerce; Education; Science,3
Tilak Education Societys J.K. College of Science & Commerce,Maharashtra,Thane,Commerce; Education; Science,3
Tilak Education Societys Sarada Kurup College of Education and Research,Maharashtra,Thane,Education,1
"TILAK EDUCATION SOCIETYS TILAK COLLEGE OF SCIENCE AND COMMERCE, VASHI",Maharashtra,Thane,Commerce; Education; Science,3
"Toshniwal Arts, Commerce & Science College, Sengaon Dist. Hingoli -431703",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Training Ship Rahaman College (T. S. Rahman College) Sir Mohamed Yusuf Seamen Welfare Foundation, Nhava Campus",Maharashtra,Raigad,Culinary Arts; Marine Engineering; Maritime Hospitality Studies; Nautical Science,4
"Tratna Bahuudheshiya Sevabhavi Sanstha, Shirur (Kasar), College Of Computer Science, At-Post- Warni Shirur Kasar Tq. ----Dist. Beed",Maharashtra,Pune,Computer Science; Science,2
"Trimurti Pavan Pratishthan Trimurti College of Arts, Commerce and Science, Trimurti Nagar, Nevasaphata Campus",Maharashtra,Ahmednagar,BSc,1
"TRIMURTI PAWAN PRATISHTHAN TRIMURTI ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra,Ahmednagar,BSc,1
"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Maharashtra,Jalgaon,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Trinity College of Engineering & Architecture & Polytechnic, Pune",Maharashtra,Pune,Architecture; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Interior Design and Decoration; Mechanical Engineering,9
"Trinity Polytechnic, Pune",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"TSSM's Bhivarabai Sawant College of Engineering & Polytechnic, Narhe / Wagholi, Pune",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; MCA; Mechanical Engineering,8
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,5
"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Maharashtra,Pune,Engineering/BTech,1
"Tukaram Krishnaji Arts and Commerce College,NESARI-416 504 Tal- Gadhinglaj, Dist-Kolhapu",Maharashtra,Kolhapur,Arts; Commerce,2
"Tulajabhavani Seva Pratisthan, Soniya Gandhi Polytechnic, Shrigonda",Maharashtra,Ahmednagar,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Tulashi-Dhamani Kala, Vanijya V Vidnyan Mahila Mahavidyalay, Dhamod, Tal. Radhanagari, Dist. Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Tuljabhavani College Of Information Technology, Place- Osmanabad, Taluka - Osmanabad",Maharashtra,Osmanabad,Information Technology,1
"Tuljabhavani Mahavidyalaya (Arts & Commerce), Place- Tuljapur City, Taluka - Tuljapur",Maharashtra,Osmanabad,Arts; Commerce,2
"Tuljabhavani Prathishthan, Dr. Padmasingh Patil Management And Computer Science College, Place- Kalamb City, Taluka -Kalamb",Maharashtra,Osmanabad,Computer Science; Management; Science,3
"Tulshiramji Jadhao Arts, & Science College Washim",Maharashtra,Washim,Arts; Science,2
"Twaritapuri Arts And Science College, Talwada, Taluka - Gevrai, Dist. Beed",Maharashtra,Beed,Arts; Science,2
Ujwal Gramin Mahavidyalaya Ghonsi Tq. Jalkot Dist. Latur,Maharashtra,Hingoli,Arts,1
"Universal College of Engineering & Research, Sasewadi",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication; Engineering/BTech; Mechanical Engineering,6
"Universal College of Engineering,Kaman Dist. Palghar",Maharashtra,Palghar,Engineering/BTech,1
Universal College of Hospitality Studies,Maharashtra,Thane,Hospitality Studies,1
"University Department of Chemical Technology, Aurangabad",Maharashtra,Aurangabad,Engineering/BTech,1
"University Institute of Chemical Technology, North Maharashtra University, Jalgaon",Maharashtra,Jalgaon,Engineering/BTech,1
"Uran Education Societys College of Management & Technology, Bori-Uran",Maharashtra,Raigad,Education; Management,2
"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Usman Patel Arts, Commerce & Science College, Lodga Tq.Ausa Dist. Latur",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Utkarsha College of Arts, Commerce & Science (IT), Bhatsai-Vasind",Maharashtra,Thane,Arts; Commerce; Science,3
"Uttamchand Bagadiya Arts & Commerce College, Risod",Maharashtra,Washim,Arts; Commerce,2
"V J Shinde College Of Engineering, Osmanabad, Place- Osmanabad, Taluka - Osmanabad",Maharashtra,Osmanabad,Engineering,1
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Maharashtra,Nagpur,Engineering/BTech,1
"V. J. Shinde Mahila Arts, Commerce & Science Sr. College",Maharashtra,Osmanabad,Arts; Commerce; Science,3
"V. N. Patil Law College,Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Law,1
"V.J.Shinde Polytechnic Institute, Osmanabad.",Maharashtra,Osmanabad,Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
V.K. Krishnan Menon College of Commerce & Economics & Sharad Shankar Dighe College of Science,Maharashtra,Mumbai,Commerce; Science,2
"V.K.Chavan-Patil Arts, Commerce & Science College, Karave.Tal-Chandgad,Dist-Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"V.N. Mv., Mangrulpir",Maharashtra,Washim,Arts; Commerce; Science,3
"Vaidyanath Arts, Commerce And Science College, Place- Parali Vaijnath City, Taluka -Parli Vaijanath",Maharashtra,Beed,Arts; Commerce; Science,3
Vaishnavi Mahavidhyalaya,Maharashtra,Beed,Arts; BCA; Commerce; Science,4
"Vakratund Education Society’s Genesis College Of Hotel Management, Mouje Sonyachi Shiroli, Tal. Radhanagari, Dist. Kolhapur",Maharashtra,Kolhapur,Education; Hotel Management; Management,3
Valia Chhaganlal Laljibhai College of Commerce & Valia Lilavantiben Chhaganlal College of Arts,Maharashtra,Mumbai,Arts; Commerce,2
"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha, Dhule",Maharashtra,Dhule,Engineering/BTech,1
"Vasant Mahavidyalaya, Kaij Tq. Kaij. Dist Beed (Ms",Maharashtra,Beed,Arts; Commerce; Science,3
"Vasantdada Patil College Of Computer Science, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Computer Science; Science,2
"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Vasantdada Sugar Institute, Manjari, Pune.",Maharashtra,Pune,Agronomy; Alcohol Technology; Environmental Science; Sugar Technology,4
"Vasantidevi Patil Institute of Pharmacy, Kodoli, Tal-Panhala, Dist.Kolhapur.",Maharashtra,Kolhapur,Pharmacy,1
"Vasantrao Kale College Of Journalism And Computer Science, Beed, Place- Beed City, Taluka - Beed",Maharashtra,Beed,Computer Science; Science,2
"Vasantrao Kale College Of Management Science, Place- Kalamb City, Taluka -Kalamb",Maharashtra,Osmanabad,Management; Science,2
"Vasantrao Kale Mahavidyalaya, Dhoki. Tq. & Dist. Osmanabad",Maharashtra,Osmanabad,,0
"Vasantrao Naik Adhyapak Mahavidyalaya, Shirur Tajband Tq. Ahemadpur Dist. Latur",Maharashtra,Hingoli,Education,1
"Vasantrao Naik Arts & Commerce College, Mhasala",Maharashtra,Raigad,Arts; Commerce,2
Vasantrao Naik College of Arts and Commerce,Maharashtra,Raigad,Arts; Commerce,2
"Vasantrao Naik Mahavidyalaya, Aurangabad",Maharashtra,Aurangabad,Arts; Commerce; Computer Applications; Science,4
"Vasantrao Naik Shikshan Sansthas, College Of Education, Place- Jalna City",Maharashtra,Jalna,Education,1
"Vasantrao Naik Shikshanshastra Mahavidyalaya, 853, “ Vidya Vasant Park ”,New Kalamba Naka, Near Bapuramnagar,Kolhapur – 416 007",Maharashtra,Kolhapur,Education; MBA,2
"Vasantrao Narayanrao Naik Shikshan Prasarak Sanstha,Nashik Arts Commerce and Science College",Maharashtra,Nashik,BSc,1
"Vasantraodada Patil Institute of Management Studies and Research, Sangli Miraj Road, Post: Wanlesswadi – 416 414 Tal: Miraj,Dist: Sangli.",Maharashtra,Sangli,Management,1
"Vasundhara Arts And Science College, Ghatnandur, Place- Ghatnandur, Taluka - Ambajogai",Maharashtra,Beed,Arts; Science,2
Vatsalya Bahuuddeshiy Manav Vikas Pratishthan's Modern College of BCA,Maharashtra,Ahmednagar,BSc,1
"VBSS's, Tulsiramji Gaikwad - Patil College of Architecture, Nagpur.",Maharashtra,Nagpur,Architecture; Interior Design,2
Vedanta College of Management & Information Technology,Maharashtra,Thane,Information Technology; Management,2
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Maharashtra,Mumbai,Chemical Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics Engineering; Engineering/BTech; Information Technology; Mechanical Engineering; Textile Engineering,9
"Venkateshwara Institute of Management, Peth Naka, Tal – Walwa, Dist.- Sangli",Maharashtra,Sangli,Management,1
"Venutai Chavan College, Vidyanagar, KARAD-415 124 Tal-Karad, Dist-Satara",Maharashtra,Satara,Arts; Business Administration (BBA); Commerce,3
"Venutai Chavan Pratishthans, Mahila Arts And Commerce College, Place- Ambajogai City, Taluka - Ambajogai",Maharashtra,Beed,Arts; Commerce,2
Vetal Bambarde Vibhag Shikshan Prasarak Mandals Dadasaheb Tirodkar Educational Academy Padmashri Babasaheb Vengurlekar Mahavidyalay,Maharashtra,Sindhudurg,,0
"Vetaleshwar Shikshan Sansthas Rajiv Gandhi Institute of Polytechnic, Latur",Maharashtra,Latur,Artificial Intelligence; Computer Engineering; Electrical Engineering; Information Technology,4
"Vichardhara Pratishthan Sanchalit, Rajiv Gandhi Arts, Commerce And Science College, Chincholi Phata, Place- Bhoom, Taluka",Maharashtra,Osmanabad,Arts; Commerce; Science,3
Victor Dantas Law College,Maharashtra,Sindhudurg,Law,1
"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Maharashtra,Nagpur,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Electronics and Communication Engineering; Engineering/BTech; Information Technology; Mechanical Engineering,7
"Vidhyabharati College of Pharmacy, Amravati",Maharashtra,Amravati,Pharmacy,1
"Vidhyabharati Mv., Amravati",Maharashtra,Amravati,Arts; Commerce; Computer Science; Management; Science,5
"Vidhyabharti Mv., Amravati",Maharashtra,Amravati,Arts; Commerce; Computer Science; Management; Science,5
"Vidhyan Mv., Malkapur",Maharashtra,Buldhana,Agriculture; Arts; Commerce; Computer Science; Hospitality and Tourism; Management; Science,7
"Vidya Niketan College of Engineering, Bota Sangamner",Maharashtra,Ahmednagar,Civil Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,4
Vidya Niketan Degree College of Commerce,Maharashtra,Mumbai,Commerce,1
"Vidya Prasarak Mandal Kinhavalis Arts, Commerce & Science College, Kinhavali",Maharashtra,Thane,Arts; Commerce; Science,3
VIDYA PRASARAK MANDALS CENTRE FOR INTERNATIONAL STUDIES,Maharashtra,Mumbai,,0
Vidya Prasarak Mandals Maharshhi Parashuram College of Engineering,Maharashtra,Ratnagiri,Engineering,1
"Vidya Prasarak Mandals, B.N. Bandodkar College of Science",Maharashtra,Thane,Science,1
"Vidya Prasarini Sabha v.p.s.college of Arts,Science,and Commerce",Maharashtra,Pune,BSc,1
"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",Maharashtra,Pune,Engineering/BTech,1
"Vidya Prasark Mandals R.Z. Shah College of Art, Science & Commerce",Maharashtra,Mumbai,Commerce; Science,2
"Vidya Pratishthan Arts, Science and Commerce College",Maharashtra,Pune,BSc; MCA,2
Vidya Pratishthan Institute of Information Technology,Maharashtra,Pune,MBA (IT); MCA,2
Vidya Pratishthan Vidya Pratishthan Commerce and Science College,Maharashtra,Pune,BSc; MCA,2
"Vidya Pratishthan Vidya Pratishthan's Supe Arts, Science & Commerce College",Maharashtra,Pune,BSc,1
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology & Polytechnic, Baramati",Maharashtra,Pune,Artificial Intelligence and Data Science; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Mechanical Engineering,8
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Maharashtra,Pune,Engineering/BTech,1
"Vidya Pratishthan's Polytechnic College, Vidyanagari, Indapur",Maharashtra,Pune,Automobile Engineering; Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Vidya Vikas College of Arts, Science, Commerce, B.M.M. & B.M.S.",Maharashtra,Mumbai,Arts; Commerce; Science,3
"Vidya Vikas Education Trust, Universal College of Engineering",Maharashtra,Thane,Education; Engineering,2
Vidya Vikas Mandals College of Information Technology & Management,Maharashtra,Raigad,Information Technology; Management,2
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Maharashtra,Solapur,Engineering/BTech,1
"Vidya Vikas Pratishthan Polytechnic, Solapur",Maharashtra,Solapur,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,6
"Vidyadhan College, Place- Aurangabad City (Municipal Corp. Area), Taluka -Aurangabad City",Maharashtra,Aurangabad,Commerce; Computer Applications; Computer Science,3
"Vidyalankar Institute of Technology,Wadala, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Vidyalankar Polytechnic, Mumbai",Maharashtra,Mumbai,Computer Engineering; Electronics and Computer Engineering; Information Technology,3
"Vidyasagar Education Society, Gurukul Polytechnic, Nagra, Gondia",Maharashtra,Gondia,Civil Engineering; Computer Technology; Electrical Engineering; Mechanical Engineering,4
"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara",Maharashtra,Satara,Computer Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,4
Vidyavardhini College of Engineering and Technology (Vasai),Maharashtra,Palghar,Engineering,1
"Vidyavardhini Educational Academy's Vidyavardhini Institute Of Technology,Bhudargad",Maharashtra,Kolhapur,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
Vidyavardhini's Bhausaheb Vartak Polytechnic,Maharashtra,Palghar,Artificial Intelligence; Civil Engineering; Cloud Computing and Big Data; Computer Engineering; Mechanical Engineering,5
"Vidyavardhini's College of Engineering and Technology, Vasai",Maharashtra,Palghar,Engineering/BTech,1
"Vidyavardhinis Annasaheb Vartak College Arts, Kedarnath Malhotra College of Commerce, E.S.Andrades College of Science",Maharashtra,Palghar,Arts; Commerce; Science,3
"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Maharashtra,Thane,Engineering/BTech,1
Vijendra Kabra College Of Social Work Aurangabad,Maharashtra,Aurangabad,Social Work,1
"Vikas Night College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
Vikas Pratishthan Late T.D. Pathare College,Maharashtra,Pune,BSc,1
Vikasratna Dr. Shivaji Rao Patil Nilangakar Mahavidyalaya Nilanga,Maharashtra,Hingoli,Arts; Commerce; Computer Applications; Science,4
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Maharashtra,Latur,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,7
